,d1,d2
356,21.099503,-50.805294
357,13.388463,-58.68732
358,20.095865,6.6921415
359,-46.535034,22.338514
360,-29.441711,-59.058956
361,-23.520088,-60.742996
362,-0.8066304,-26.851324
363,34.899906,34.103756
364,-1.0951653,-26.955032
365,-53.595062,19.164501
366,-17.705221,24.580887
367,12.817114,-31.257608
368,-43.188828,-22.345871
369,-18.94992,33.85975
370,2.9767644,38.67219
371,-39.869423,27.24363
372,44.450077,-45.79534
373,2.4040616,53.3716
374,5.4269447,25.339056
375,0.16684246,-16.794361
376,36.047184,-25.219051
377,-40.17065,8.915681
378,-36.707485,5.354008
379,43.13299,11.132243
380,19.914383,-16.15993
381,13.491618,-46.008434
382,-36.967873,27.416914
383,-33.549576,30.170843
384,-62.74584,-15.966613
385,36.08966,9.289583
386,-2.7116764,63.806396
387,45.223553,-3.7626312
388,-25.188662,20.833889
389,14.185663,-49.351933
390,-34.265274,26.387428
391,-8.110855,25.46532
392,-23.399141,-5.5179
393,-7.745865,58.94196
394,7.821117,-10.607209
395,59.35466,22.336542
396,-6.7776546,26.544436
397,-21.969675,9.2117195
398,-37.67606,29.069798
399,49.802505,-22.030224
400,-2.2243748,57.587307
401,-34.18387,26.657118
402,6.7099276,-22.230768
403,-44.025307,18.807453
404,-1.7527018,-27.127287
405,-31.237171,46.200348
406,21.02141,-41.63011
407,-18.593538,50.99549
408,30.27357,47.871857
409,8.267787,-3.2863781
410,57.203632,7.4927154
411,-32.113686,2.306695
412,51.058937,2.0005631
413,-21.558071,-61.182396
414,-33.61168,27.533012
415,12.20638,48.18191
416,-22.81777,-35.657253
417,-2.8194175,7.613455
418,1.2035289,-32.564064
419,-15.8798,8.921141
420,-24.06272,5.692958
421,54.38017,0.34992206
422,-1.1020072,19.1594
423,34.830276,34.06922
424,34.72821,-54.327324
425,7.9244013,-55.517536
426,-4.7858014,55.619984
427,28.749561,10.439021
428,-51.2646,18.831966
429,36.056816,9.304947
430,-53.532063,-13.375326
431,18.300144,59.354115
432,2.4266813,53.265472
433,5.689915,-23.995508
434,5.182347,15.726066
435,44.166336,-13.801309
436,-62.28388,-1.0551336
437,-38.23703,10.374134
438,-24.40953,17.993687
439,9.5212145,-26.524788
440,-16.024607,-58.495224
441,3.9319243,52.398052
442,-10.9206505,20.566177
443,20.871984,39.642113
444,44.666374,-0.4144555
445,25.942236,-1.0986968
446,62.039936,15.349939
447,-0.96502787,-6.65425
448,28.010504,-14.3973465
449,35.765003,-17.710316
450,12.411047,-56.629307
451,-38.570404,28.781826
452,33.415386,-22.036482
453,-36.845158,-23.909624
454,21.285173,1.9375279
455,26.08312,40.14116
456,40.673687,-1.5976692
457,35.79254,-38.489914
458,23.63816,-45.53955
459,-19.609236,33.98207
460,18.433271,-47.51471
461,-10.175264,16.501423
462,17.241137,-36.415916
463,31.987968,-41.534077
464,-15.807761,9.571679
465,13.19526,21.392601
466,-11.821933,-42.472157
467,5.8343415,-22.702913
468,23.203035,-15.75983
469,10.0972805,49.646446
470,-55.178593,14.840085
471,-0.92914015,-50.8496
472,15.171137,29.854548
473,52.34547,0.92422265
474,34.51783,-40.73028
475,59.333508,18.336464
476,-25.275541,14.132249
477,-11.027089,52.115616
478,14.307,-52.943592
479,-46.07659,35.510956
480,-23.238787,50.056698
481,61.616203,-0.19838202
482,37.737118,-5.1502123
483,-39.329437,25.397858
484,-36.868862,6.1138797
485,-61.36412,-7.9252534
486,-57.03481,3.3273165
487,-38.364513,10.193656
488,55.200085,-4.5933776
489,-43.03378,5.946342
490,-10.295707,0.99804306
491,12.413065,-10.847384
492,4.7787175,27.095417
493,60.811485,14.430628
494,-44.71924,-27.320189
495,-34.688084,25.492609
496,-7.3308406,36.631615
497,31.153236,34.632023
498,48.514885,-31.62666
499,-5.5917225,-26.93483
500,25.997347,3.5392754
501,2.0525663,40.64444
502,9.931821,-31.705723
503,42.967445,-1.1369287
504,25.957865,-2.6030078
505,-9.192973,-46.847576
506,-55.44741,13.475023
507,51.688034,33.48075
508,-18.799385,56.459217
509,3.2625067,47.619804
510,-40.425365,21.54585
511,-43.483936,-31.845524
512,11.69016,38.17166
513,-33.966427,-5.325539
514,-20.202063,-58.96716
515,-61.937294,-14.762399
516,-22.058565,7.42373
517,-14.146036,-13.602125
518,-32.347324,-10.526158
519,42.97007,-1.1231828
520,29.299885,-45.289093
521,-27.107925,24.854477
522,51.71601,36.12992
523,-18.363583,33.987717
524,18.41002,-49.356197
525,8.542819,-53.29077
526,18.737852,-47.55463
527,34.892296,-45.235756
528,-11.311718,5.964267
529,-22.10966,48.067932
530,15.24298,-51.13292
531,34.853775,-30.35253
532,5.842017,-30.30827
533,-12.6382675,22.768208
534,-5.8568106,56.85167
535,-22.725248,-37.95181
536,15.029224,14.969607
537,32.965862,13.616808
538,-32.709885,-41.117657
539,-40.80344,-34.0529
540,-11.874878,10.571909
541,-62.714233,-16.03569
542,-54.694454,-37.175777
543,-20.074451,-26.728163
544,54.34445,0.3301181
545,-47.199028,33.899902
546,-15.007385,11.281508
547,15.200547,14.279753
548,-23.235678,-59.75756
549,-23.71669,-60.45271
550,-35.683937,0.44489548
551,-15.519046,-59.31953
552,25.781857,3.5329409
553,1.5755497,18.388208
554,24.349955,-49.78495
555,62.593224,32.555786
556,37.754906,-36.31882
557,-27.696835,30.241152
558,14.432457,-7.787415
559,51.624393,35.93663
560,-32.205864,-11.884164
561,25.86267,-11.001701
562,16.530836,18.154095
563,-19.941538,50.25004
564,-21.842201,12.552972
565,-37.886063,10.156321
566,-2.101746,-16.629328
567,-0.71422356,19.261402
568,2.9074805,-11.341472
569,-47.20214,17.524565
570,-5.072319,18.819313
571,-2.0859218,7.0669403
572,27.21035,-2.9997838
573,-45.029873,15.424917
574,22.453566,-49.946598
575,-47.70015,22.13371
576,-43.697,-36.971287
577,-24.314785,-19.858088
578,39.462532,42.943756
579,-35.761414,5.8401794
580,51.418568,36.446873
581,23.63023,-25.96734
582,-0.23741546,-46.49794
583,49.69563,-19.936592
584,-2.3065474,-7.51069
585,-47.80775,21.866018
586,-23.315039,10.287678
587,-7.960602,-11.558329
588,-9.9389925,-0.68546176
589,8.555017,-53.384186
590,1.6507453,-11.0005865
591,-23.274805,49.967182
592,56.684795,-26.52448
593,47.402905,-15.74393
594,15.320793,-52.588005
595,23.909613,-51.684853
596,19.201862,40.618504
597,2.4151103,53.310352
598,7.527014,40.61705
599,6.6525044,-22.22681
600,11.550158,30.207117
601,-17.117857,-56.478096
602,-21.085293,-61.23649
603,-1.0200816,29.659012
604,-62.896088,3.0134704
605,9.8156185,23.403503
606,19.621714,-46.297745
607,-59.76417,-3.3257372
608,-13.695112,44.34367
609,-36.82308,25.044462
610,-15.558143,-59.365513
611,-22.547468,-60.17165
612,-45.451637,-19.320425
613,-38.455257,10.1819105
614,30.29388,47.877007
615,33.452038,29.945919
616,-6.8665347,-17.183971
617,-38.752506,1.217211
618,-10.040909,33.16727
619,-23.89555,-2.682136
620,51.0172,-38.17386
621,-12.462878,-38.219948
622,-5.7164917,18.824932
623,-9.487638,21.97145
624,-45.817486,-26.020838
625,-26.582958,-59.290966
626,-41.493023,15.537039
627,-46.0237,19.628641
628,-2.3297226,-27.103321
629,-50.951447,18.675447
630,-6.757302,18.801144
631,5.804442,46.301094
632,-23.071537,-61.79941
633,38.183144,-4.4331927
634,-53.569473,19.139786
635,3.9747584,-57.65491
636,23.182302,-17.925278
637,22.817213,-47.179512
638,16.866749,16.922523
639,44.816837,8.553165
640,-45.20819,-24.64959
641,-44.052456,18.718456
642,10.391443,12.91715
643,37.795887,-36.30795
644,57.191135,7.468158
645,45.00045,-44.37791
646,-3.4884086,-48.14287
647,14.436317,-7.7903156
648,-8.505286,23.82041
649,-3.1293676,-17.572403
650,23.731356,-25.909487
651,-23.08026,-16.66732
652,-3.7040985,7.285159
653,28.657173,33.696144
654,20.67362,44.519794
655,1.3113968,-31.05422
656,54.587822,-24.57699
657,-32.633907,5.171808
658,-27.808367,3.0256972
659,24.11002,-51.595562
660,13.443241,20.255943
661,-29.939613,-12.313125
662,-12.52884,-38.69643
663,25.299288,2.8906078
664,-42.71134,-37.782135
665,-13.963354,18.838682
666,29.530842,-17.902077
667,-39.767952,-19.898886
668,15.882808,-49.69165
669,-1.4476511,20.215105
670,-15.636887,-56.35697
671,32.73899,13.839093
672,2.097057,40.365673
673,32.213696,-13.623969
674,-49.210728,19.2928
675,11.8899555,57.267006
676,-13.077622,18.869202
677,56.670025,23.645039
678,27.967588,2.5227828
679,1.1387355,28.866438
680,31.577997,-41.473896
681,24.020573,-51.56354
682,-46.013794,19.637932
683,-16.676205,32.171013
684,38.354393,-24.590147
685,64.818855,-10.84618
686,0.27997723,53.406517
687,-33.34824,26.686996
688,18.192343,44.87175
689,-11.3450775,-35.93484
690,5.5080295,-57.9918
691,14.525552,-39.04981
692,-48.13752,18.820076
693,46.716034,-14.32419
694,6.9806376,16.556154
695,-48.05147,18.81077
696,12.021335,-41.05601
697,31.37758,6.8972015
698,45.01072,-45.459366
699,33.404217,-16.206486
700,-15.494194,-23.534092
701,-45.246613,23.368418
702,-53.250023,16.700747
703,-34.467705,-7.3833704
704,-17.90115,25.374386
705,24.358171,20.414755
706,-8.825771,54.05247
707,20.76204,21.974838
708,17.269033,47.701565
709,24.672556,-48.332047
710,-42.95406,3.913738
711,31.40872,-48.262264
712,20.728325,17.366627
713,-25.647724,24.177187
714,-61.39641,-7.9018836
715,-15.575771,-59.270885
716,-26.680199,-59.188732
717,23.553959,-13.411346
718,-24.572004,16.839527
719,-37.5433,27.183104
720,-4.8464723,20.23931
721,2.3429751,-56.86196
722,-6.074773,57.00361
723,-23.276133,-16.555264
724,-2.786158,57.26831
725,21.517624,-17.613106
726,-44.968857,24.192959
727,18.525871,-37.933838
728,-22.236752,-61.811283
729,-48.347332,24.776886
730,49.65833,-19.89678
731,18.175137,-36.786396
732,11.905371,-53.25696
733,-43.488537,30.620333
734,-16.88559,14.388553
735,-12.458626,-5.579717
736,-38.398434,8.91245
737,-55.469532,15.5615015
738,7.5112224,40.65757
739,47.724384,-42.663357
740,-2.7975545,-27.046366
741,53.217846,-1.5281348
742,30.169989,-43.2706
743,-4.014946,20.436886
744,-3.2560515,-45.860977
745,-29.445333,-59.04778
746,-1.6929111,-27.13451
747,-16.074022,11.566278
748,10.095211,22.332937
749,-1.7656572,10.23956
750,-21.434397,13.725751
751,-14.868835,-14.4164095
752,21.581972,5.6357293
753,-36.937763,27.331644
754,-11.611197,-7.8035445
755,28.804983,10.328361
756,25.131012,-42.01879
757,-18.023308,12.2796335
758,-18.873436,9.237864
759,27.237814,-47.62406
760,-61.71117,-5.058987
761,-12.57469,-39.261482
762,31.428051,-13.587125
763,17.120638,-49.89478
764,-33.10706,4.915681
765,8.655471,24.866837
766,-36.571507,9.505015
767,24.289679,-49.61551
768,-41.291,6.7488804
769,0.10815705,53.627304
770,-34.61566,26.471874
771,-15.681554,-22.123663
772,-5.045282,4.2369003
773,6.7875223,-21.614143
774,0.22146218,56.476303
775,28.017397,2.481581
776,4.974216,31.105068
777,45.780354,7.7980595
778,-53.072197,-35.432156
779,-23.015476,-25.652864
780,54.466404,1.2053776
781,18.663397,31.633455
782,2.0526948,40.262104
783,21.732983,5.499354
784,25.383595,-42.21128
785,-52.26704,19.766233
786,1.7963734,18.950356
787,40.66003,-1.6543891
788,-21.863495,12.553879
789,50.429455,4.670961
790,-7.835995,2.4538178
791,-23.754816,-2.7953537
792,16.499403,18.20513
793,-30.688368,45.284966
794,17.01935,-48.917038
795,41.79443,22.197695
796,-22.315777,-59.673527
797,-19.008791,8.383288
798,-17.473286,24.34903
799,28.128836,36.23517
800,-5.5904984,-14.124943
801,-14.461325,8.647077
802,11.037749,-41.89182
803,25.594286,36.441563
804,-3.1783187,-17.363235
805,50.31013,36.888428
806,11.871651,21.7888
807,4.721262,-10.976716
808,-12.412608,8.364322
809,-11.089269,-49.54628
810,15.819503,7.4878664
811,-6.2366943,-16.646963
812,45.00768,9.47054
813,-22.010958,17.249811
814,-62.686184,-6.964971
815,-45.262276,15.323409
816,-1.4915828,-27.066458
817,13.00642,-52.939167
818,6.3280296,-30.454582
819,-19.34773,-16.1671
820,-7.572947,58.437664
821,43.565517,-46.530235
822,-11.392626,8.794282
823,-33.984234,-5.2800074
824,35.800514,9.350214
825,-50.478542,18.53504
826,-16.496101,-23.165956
827,8.877473,-15.38265
828,-24.442947,-59.52312
829,2.2868779,-45.868134
830,-7.6866903,-47.982307
831,-60.41789,6.8732605
832,31.212034,34.5432
833,-23.914131,21.700203
834,-34.22044,-8.364271
835,-11.550304,-36.12529
836,19.66321,28.253649
837,49.78136,-41.824387
838,30.354908,-16.213049
839,15.504779,-48.042236
840,-13.53752,46.746105
841,13.992551,19.304653
842,-50.78279,-18.067247
843,-47.56193,22.042746
844,-17.905954,24.458311
845,48.325565,-24.18266
846,-34.698444,25.583452
847,-18.893686,23.342867
848,-23.89339,7.6179504
849,-19.383354,20.36056
850,16.687426,-12.739728
851,7.921886,-12.2815
852,40.166348,-31.579523
853,-41.372765,14.884559
854,52.17933,0.95416
855,-5.0683937,4.2008576
856,-9.3711605,-32.64249
857,-48.15659,27.233553
858,-8.366164,59.93679
859,32.86743,7.777972
860,28.587015,7.785791
861,35.24734,-34.15266
862,60.078632,19.228964
863,-41.33721,27.66244
864,2.073257,40.450558
865,5.255038,-10.880952
866,1.3951303,-32.406677
867,-45.24794,-32.55347
868,-25.16839,28.976177
869,-7.0056677,37.47699
870,12.573103,48.15854
871,1.2471343,-32.51697
872,-28.96339,-54.14951
873,-24.307447,17.285135
874,16.251633,-48.283302
875,-39.175537,29.578598
876,-30.899761,-23.725128
877,-15.026776,11.28438
878,57.605297,-12.012896
879,1.3842441,-55.572174
880,-25.40681,21.269768
881,42.262486,-16.757761
882,12.838311,-31.20064
883,-41.071053,17.384243
884,-39.970966,27.197695
885,-46.405205,17.670218
886,-15.49303,-23.5697
887,2.1063418,36.317894
888,25.6629,3.7061756
889,-38.190983,52.11184
890,1.1818776,-32.614902
891,60.09288,19.289753
892,20.663351,44.51022
893,24.79132,-3.801976
894,-1.697607,-27.114052
895,-19.394518,-5.492718
896,-46.13343,23.483274
897,-47.56243,34.20612
898,43.118736,11.109178
899,-2.2784493,57.499104
900,-24.36442,-15.988565
901,17.405846,-35.94504
902,-12.89625,-31.011803
903,-20.404747,49.954166
904,-37.970272,14.179507
905,-10.342449,54.965496
906,-38.4373,28.67945
907,-11.413126,-50.56872
908,-45.654316,24.533014
909,-0.043066386,-51.638542
910,-37.849632,6.1601
911,-22.784643,-59.354774
912,-3.3751347,51.395424
913,-29.617697,-12.892496
914,57.61901,-12.019784
915,-21.541441,-36.821384
916,-0.9989999,-26.838133
917,24.339142,60.806202
918,-36.40771,10.0030155
919,-31.242401,46.12933
920,-29.664572,45.893337
921,28.627901,33.688187
922,-52.246353,19.81189
923,2.2687042,40.093235
924,18.11068,-29.737991
925,-40.344456,24.09213
926,29.03615,8.647253
927,-3.7887735,56.603916
928,38.419796,41.953197
929,17.593876,-34.3833
930,49.783245,-41.82987
931,46.849873,-15.309272
932,-22.615345,-59.87683
933,41.962284,9.752747
934,21.452827,21.972746
935,35.977104,10.471627
936,-25.833035,18.307013
937,-8.934084,22.959284
938,25.179333,12.176023
939,33.363907,-21.796688
940,16.254389,28.629662
941,32.686066,-42.10095
942,55.369503,-3.6009178
943,8.749484,13.408068
944,19.084791,-39.680893
945,28.756113,-49.09443
946,18.866432,59.447186
947,35.24282,-34.158016
948,-10.855009,34.124226
949,34.58552,8.329081
950,-28.62189,30.272251
951,-15.132147,-54.608246
952,-11.261806,51.996952
953,-3.1221015,-45.719345
954,18.485373,-47.445038
955,-10.903502,20.555496
956,12.342957,52.48699
957,56.684948,23.6296
958,12.758311,-49.0878
959,-4.6769934,16.83631
960,-50.831657,18.579737
961,-11.752428,-42.43149
962,29.663334,33.73948
963,32.340935,34.28312
964,33.634743,-41.09089
965,-16.034897,-8.12463
966,-24.575851,2.4896128
967,49.803642,-22.017752
968,32.841084,43.236633
969,-13.123085,22.702572
970,61.206036,-3.6235611
971,3.344942,-57.42249
972,1.0383661,37.972897
973,-2.6802194,63.795353
974,-0.91087955,-48.562088
975,-53.364918,-35.95741
976,-20.676672,-36.471603
977,11.960264,56.61718
978,8.873802,24.763462
979,39.471355,-22.696278
980,23.605494,-50.48782
981,59.416344,-24.994125
982,1.7135816,-16.90517
983,8.3672905,-32.897034
984,-25.859632,21.289314
985,-4.913043,-18.497143
986,-21.01033,-61.267437
987,-43.98063,24.049084
988,-33.15459,25.943264
989,-45.55203,-19.505411
990,-8.721255,-0.00652761
991,-15.182588,-56.51463
992,-37.028812,27.378885
993,-35.12406,5.704134
994,-45.567448,16.000393
995,50.9457,-37.824963
996,47.01431,-15.434037
997,13.722878,19.512196
998,-50.009262,20.14191
999,-22.361631,-61.86061
1000,35.881783,-19.226357
1001,9.5736065,-16.18784
1002,-60.406055,7.0878024
1003,9.516938,30.34226
1004,22.332712,10.128248
1005,19.118216,40.573143
1006,-44.969826,25.660988
1007,2.1714122,-53.253914
1008,-40.05383,22.696766
1009,-7.587847,58.4306
1010,-47.289143,34.029938
1011,-7.6805587,-47.96162
1012,25.87618,-48.450764
1013,25.5678,3.5680275
1014,2.6992474,21.6914
1015,-41.258755,6.765025
1016,-1.0204886,52.708443
1017,-44.965923,15.847073
1018,-53.730427,12.689564
1019,44.769745,36.219032
1020,16.561754,-46.78289
1021,-19.962976,49.762238
1022,8.625407,-59.142757
1023,44.331657,-12.828672
1024,-4.801612,20.246445
1025,-47.06159,18.484388
1026,-43.862263,-30.843853
1027,-44.189846,-26.333359
1028,-38.30911,-48.413208
1029,24.08732,-48.486637
1030,26.365993,16.040932
1031,-7.7451057,58.604122
1032,37.33912,16.161142
1033,-15.586762,-23.873112
1034,-2.3849704,56.1423
1035,-54.685345,-37.14861
1036,-19.064812,9.176948
1037,2.2824469,-47.80361
1038,-45.639008,-19.706877
1039,31.051296,34.651707
1040,-46.121754,23.454233
1041,-24.283964,-16.01493
1042,-3.5730066,-53.37646
1043,43.065273,-11.731782
1044,10.3604555,13.196365
1045,15.148675,7.947303
1046,19.263172,-35.08354
1047,-8.488705,5.692092
1048,2.2788327,-47.79609
1049,-0.14331639,-46.437527
1050,-2.8964968,-46.387657
1051,27.304737,42.965267
1052,2.2735102,52.572754
1053,24.159271,61.049606
